Week,Day,Concept,Task,Level,Confidence,Completed,Submitted Links
1,4,CSS,Styling the worlds first website,Beginner,9,TRUE,https://github.com/VoronaAV23/WDX-180/blob/main/user/week01/exercises/day04/cern/index.html
