Week,Day,Concept,Task,Level,Confidence,Completed,Instructions
3,1,Git,Complete the 'Practice time: New Feature List' and commit and push a file 'new-feature-list.md',Beginner,8,TRUE.
3,1,Git,Complete the 'Learn Git Branching' interactive game,Beginner,0-10,FALSE,Update FALSE to TRUE in the COMPLETED column.
