Week,Day,Concept,Task,Level,Confidence,Completed,Instructions
3,4,CSS,Read 'Cascade and Inheritance',Beginner,8,TRUE 
3,4,CSS,Complete the exercise 'Test your skills: The Cascade',8,TRUE
3,4,CSS,Read 'The box model',Beginner,8,TRUE 
3,4,CSS,Complete the exercise 'Test your skills: The box model',Beginner, 8,TRUE, Uploaded
